C_2308087,T_15688
C_2308096,T_15576
C_2308096,T_15583
C_2308097,T_15795
C_2308101,T_15847
C_2308102,T_15395
C_2308102,T_15396
C_2308102,T_15397
C_2308104,T_15718
C_2308105,T_10585
C_2308105,T_15699
C_2308111,T_15758
C_2308111,T_15775
C_2308303,T_3127
C_2310037,T_15859
C_2316338,T_15292
C_2316356,T_15967
C_2316361,T_15980
C_2320819,T_10980
C_2320819,T_15940
C_2328476,T_16113
C_2328479,T_15263
C_2328482,T_15916
C_2328484,T_16587
C_2328503,T_15970
C_2328506,T_15763
C_2328507,T_15888
C_2328542,T_15938
C_2328543,T_16107
C_2328543,T_16111
C_2328546,T_15963
C_2328553,T_15988
C_2328553,T_15992
C_2328554,T_16145
C_2328554,T_9821
C_2329521,T_16052
C_2329521,T_16049
C_2329521,T_16053
C_2332898,T_16149
C_2333035,T_16152
C_2335436,T_16134
C_2335754,T_16036
C_2335756,T_16141
C_2335758,T_16699
C_2335831,T_16036
C_2336296,T_1347
C_2338049,T_1199
C_2338360,T_16265
C_2339621,T_16285
C_2341225,T_40
C_2342038,T_472
C_2342499,T_16184
C_2342512,T_15982
C_2342512,T_16099
C_597291,T_76
C_597365,T_157
C_629503,T_205
C_629520,T_222
C_629559,T_243
C_655850,T_173
C_655852,T_88
C_674912,T_309
C_674914,T_310
C_674923,T_321
C_674926,T_327
C_674931,T_330
C_674948,T_352
C_674948,T_351
C_674950,T_353
C_674955,T_362
C_674966,T_210
C_676635,T_373
C_676635,T_375
C_676635,T_379
C_676642,T_397
C_676646,T_410
C_676653,T_419
C_676659,T_423
C_676660,T_425
C_676662,T_433
C_676663,T_429
C_676664,T_5435
C_676664,T_5436
C_676664,T_5440
C_676678,T_455
C_676686,T_469
C_676696,T_476
C_676696,T_477
C_676885,T_487
C_676897,T_5151
C_676900,T_506
C_676913,T_516
C_676917,T_520
C_676917,T_518
C_676923,T_531
C_676932,T_402
C_676937,T_541
C_676937,T_38
C_676942,T_553
C_676949,T_572
C_676949,T_573
C_676953,T_576
C_676966,T_580
C_676966,T_585
C_676967,T_5549
C_676969,T_634
C_677009,T_735
C_677014,T_746
C_677019,T_755
C_677026,T_559
C_677031,T_774
C_677047,T_806
C_677068,T_866
C_677068,T_863
C_677070,T_861
C_677070,T_5696
C_677070,T_5697
C_677080,T_905
C_677083,T_893
C_677087,T_5931
C_677087,T_5933
C_677089,T_945
C_677089,T_947
C_677093,T_942
C_677095,T_2
C_677105,T_976
C_677109,T_987
C_677110,T_981
C_677130,T_1031
C_677164,T_1082
C_679390,T_3748
C_680717,T_1250
C_680717,T_1241
C_680717,T_1244
C_680719,T_1257
C_680722,T_1260
C_680722,T_1261
C_680722,T_1263
C_680726,T_1265
C_680726,T_1266
C_680732,T_99
C_680741,T_995
C_680747,T_1287
C_680759,T_1298
C_680761,T_4059
C_680764,T_9939
C_680768,T_1317
C_680769,T_1330
C_680780,T_1349
C_680785,T_1361
C_680788,T_1371
C_680788,T_1300
C_680807,T_1397
C_680808,T_1400
C_680814,T_1406
C_680820,T_1426
C_680824,T_1438
C_680828,T_1440
C_680832,T_1458
C_680836,T_1460
C_680849,T_1481
C_680859,T_1489
C_680868,T_757
C_680879,T_212
C_680884,T_1525
C_680886,T_1526
C_680897,T_1540
C_680903,T_1546
C_680910,T_1563
C_680917,T_51
C_680920,T_1578
C_680943,T_615
C_680952,T_1622
C_680958,T_1632
C_680958,T_1633
C_680958,T_1635
C_680961,T_1644
C_680968,T_1654
C_680972,T_1658
C_680976,T_1664
C_680977,T_1667
C_680979,T_1674
C_680980,T_1675
C_680980,T_1680
C_680981,T_1681
C_680987,T_1708
C_680988,T_1714
C_680988,T_1715
C_680992,T_6001
C_680993,T_1729
C_680993,T_1730
C_680998,T_16954
C_680999,T_1740
C_681005,T_1757
C_681009,T_1767
C_681009,T_1769
C_681009,T_1770
C_681011,T_1780
C_681011,T_1779
C_681021,T_1796
C_681027,T_1820
C_681027,T_1822
C_681027,T_7018
C_681028,T_1830
C_681030,T_1838
C_681031,T_1874
C_681031,T_1857
C_681031,T_1858
C_681031,T_1860
C_681031,T_1861
C_681031,T_1866
C_681031,T_1867
C_681034,T_1894
C_681034,T_1895
C_681069,T_1929
C_681071,T_1930
C_681071,T_1932
C_681075,T_1940
C_681075,T_4783
C_681075,T_4784
C_681076,T_4735
C_681076,T_1943
C_681079,T_1958
C_681080,T_1966
C_681084,T_4757
C_681103,T_2031
C_681114,T_338
C_681114,T_343
C_681152,T_2057
C_681152,T_2058
C_681152,T_2060
C_681154,T_6477
C_681154,T_6478
C_681154,T_6483
C_681169,T_2073
C_681287,T_2101
C_681291,T_2102
C_681299,T_2105
C_681304,T_2107
C_681331,T_2119
C_681331,T_2124
C_681333,T_2128
C_681336,T_2133
C_681348,T_2151
C_681353,T_2168
C_681364,T_323
C_681365,T_2176
C_681369,T_2177
C_681389,T_2200
C_681404,T_2217
C_681406,T_2222
C_681411,T_2234
C_681411,T_2230
C_681415,T_2241
C_681422,T_2247
C_681422,T_4937
C_681422,T_14746
C_681429,T_2250
C_681434,T_2257
C_681453,T_2284
C_681460,T_2289
C_681470,T_2298
C_681481,T_2323
C_681503,T_2342
C_681515,T_2349
C_681517,T_2258
C_681519,T_6052
C_681548,T_2381
C_681551,T_2384
C_681554,T_2390
C_681556,T_2394
C_681558,T_2395
C_681560,T_2400
C_681580,T_2409
C_681585,T_2406
C_681587,T_2411
C_681588,T_2412
C_681592,T_2417
C_681592,T_2421
C_681592,T_2422
C_681594,T_2424
C_681594,T_2425
C_681615,T_2439
C_681633,T_2127
C_681633,T_2129
C_681636,T_2467
C_681638,T_2471
C_681649,T_2491
C_681655,T_2501
C_681661,T_2504
C_681663,T_2522
C_681663,T_2525
C_681669,T_2540
C_681672,T_2127
C_681681,T_6950
C_681683,T_2562
C_681690,T_5771
C_681690,T_5773
C_681690,T_5794
C_681696,T_2592
C_681696,T_694
C_681696,T_2587
C_681696,T_2590
C_681701,T_2606
C_681702,T_2607
C_681708,T_6764
C_681715,T_2636
C_681721,T_2554
C_681730,T_2651
C_681731,T_2656
C_681735,T_2660
C_681735,T_2663
C_681740,T_2677
C_681742,T_2670
C_681743,T_1270
C_681746,T_1053
C_681754,T_2708
C_681770,T_2736
C_681770,T_2739
C_681775,T_2750
C_681777,T_2752
C_681779,T_1824
C_681791,T_2764
C_681791,T_2765
C_681791,T_1438
C_681795,T_2762
C_681848,T_2796
C_681852,T_2802
C_681852,T_2805
C_681852,T_2806
C_681856,T_2812
C_681862,T_2825
C_681867,T_2835
C_681872,T_393
C_681875,T_2845
C_681880,T_2848
C_681890,T_2873
C_681897,T_2877
C_681914,T_2890
C_681919,T_1458
C_681919,T_2892
C_681919,T_2893
C_681930,T_2905
C_681930,T_2907
C_681937,T_2923
C_681940,T_2936
C_681945,T_2945
C_681951,T_2961
C_681952,T_2965
C_681955,T_59
C_681956,T_2976
C_681956,T_316
C_681956,T_2973
C_681971,T_2996
C_681982,T_3013
C_681982,T_3014
C_681984,T_3017
C_681986,T_3024
C_681986,T_3027
C_681989,T_2540
C_681989,T_2542
C_681992,T_3044
C_681993,T_3049
C_681996,T_3055
C_681997,T_3059
C_681998,T_3064
C_681998,T_3065
C_682000,T_3072
C_682000,T_3075
C_682000,T_2768
C_682003,T_3079
C_682006,T_1063
C_682006,T_3092
C_682006,T_3098
C_682012,T_3107
C_682017,T_3114
C_682020,T_3115
C_682128,T_4029
C_682128,T_2841
C_682131,T_3069
C_682131,T_3074
C_682131,T_3071
C_682153,T_3135
C_682153,T_3138
C_682153,T_3139
C_682165,T_2857
C_682168,T_3003
C_682183,T_3154
C_682183,T_3156
C_682205,T_3167
C_682225,T_3177
C_682226,T_3186
C_682226,T_3180
C_682226,T_3183
C_682226,T_3185
C_682226,T_2043
C_682247,T_3212
C_682247,T_3213
C_682247,T_3215
C_682248,T_3226
C_682248,T_3228
C_682253,T_3231
C_682260,T_3248
C_682261,T_3232
C_682261,T_3233
C_682268,T_3258
C_682280,T_3014
C_682297,T_3276
C_682297,T_3277
C_682301,T_3287
C_682330,T_1438
C_682330,T_5297
C_682330,T_2761
C_682331,T_3320
C_682331,T_4789
C_682331,T_4790
C_682343,T_3324
C_682345,T_2768
C_682345,T_2767
C_682357,T_1285
C_682360,T_3330
C_682373,T_2772
C_682374,T_3357
C_682381,T_1304
C_682392,T_13671
C_682393,T_3376
C_682395,T_2402
C_682401,T_3038
C_682407,T_3386
C_682437,T_2808
C_682441,T_3402
C_682452,T_1722
C_682460,T_319
C_682470,T_3061
C_682470,T_5154
C_682480,T_3427
C_682483,T_2828
C_682484,T_3437
C_682485,T_3417
C_682506,T_2131
C_682506,T_3473
C_682509,T_3476
C_682514,T_3479
C_682516,T_3486
C_682522,T_3497
C_682536,T_3528
C_682544,T_3533
C_682544,T_3534
C_682550,T_3540
C_682553,T_3537
C_682575,T_2945
C_682578,T_3573
C_682578,T_3575
C_682578,T_3576
C_682595,T_3607
C_682620,T_55
C_682624,T_3630
C_682624,T_3633
C_682657,T_3658
C_682661,T_3662
C_682671,T_3663
C_682672,T_42
C_682684,T_3675
C_682685,T_3672
C_682691,T_3681
C_682691,T_3682
C_682697,T_3683
C_682721,T_3697
C_682731,T_3711
C_682731,T_3710
C_682741,T_1412
C_682743,T_1924
C_682746,T_3171
C_682747,T_3724
C_682780,T_1652
C_682813,T_1953
C_685676,T_1873
C_694147,T_3776
C_694147,T_3770
C_694149,T_3775
C_694153,T_3794
C_694160,T_4726
C_694162,T_3799
C_694163,T_3804
C_694168,T_4047
C_696503,T_2570
C_696513,T_2344
C_696537,T_725
C_696541,T_395
C_696541,T_380
C_696549,T_985
C_696563,T_145
C_696563,T_146
C_696626,T_113
C_696635,T_169
C_696638,T_3835
C_696638,T_3836
C_696643,T_913
C_696643,T_916
C_696643,T_918
C_696656,T_898
C_696656,T_901
C_696666,T_885
C_696666,T_892
C_696675,T_170
C_696679,T_767
C_696679,T_768
C_696687,T_3621
C_696689,T_3842
C_696689,T_3845
C_696689,T_3848
C_696704,T_6836
C_696704,T_10973
C_696704,T_7625
C_696704,T_6837
C_696704,T_6484
C_696708,T_2157
C_696710,T_333
C_696711,T_1803
C_696711,T_1800
C_696721,T_1056
C_696732,T_1170
C_696740,T_3864
C_696763,T_86
C_696769,T_3030
C_696771,T_1140
C_696773,T_6010
C_696785,T_3874
C_696794,T_2699
C_696794,T_2704
C_696808,T_1279
C_696821,T_4042
C_696832,T_5098
C_696835,T_265
C_696841,T_828
C_696863,T_4030
C_696863,T_2622
C_696863,T_2597
C_696864,T_7
C_696864,T_18
C_696886,T_1100
C_696892,T_957
C_696903,T_1332
C_696904,T_5103
C_696904,T_5113
C_696907,T_935
C_696945,T_3638
C_696946,T_171
C_696956,T_733
C_696964,T_904
C_696964,T_1187
C_696965,T_750
C_696968,T_254
C_696981,T_788
C_696988,T_842
C_697008,T_1516
C_697012,T_139
C_697012,T_141
C_697019,T_3519
C_697024,T_1051
C_697036,T_3906
C_697041,T_244
C_697041,T_247
C_697055,T_3908
C_697059,T_2949
C_697059,T_2950
C_697059,T_2951
C_697059,T_2952
C_697061,T_3908
C_697062,T_3642
C_697065,T_1091
C_697065,T_1088
C_697070,T_488
C_697070,T_489
C_697070,T_490
C_697072,T_3153
C_697073,T_269
C_697075,T_22
C_697106,T_687
C_697110,T_689
C_697112,T_2571
C_697112,T_2572
C_697112,T_2573
C_697112,T_2575
C_697121,T_3916
C_697126,T_6251
C_697129,T_3925
C_697129,T_3926
C_697142,T_1093
C_697142,T_1487
C_697161,T_1497
C_697170,T_4388
C_697184,T_1513
C_697184,T_1514
C_697191,T_56
C_697191,T_59
C_697191,T_60
C_697214,T_3035
C_697226,T_1642
C_697229,T_1231
C_697236,T_207
C_697253,T_192
C_697272,T_2545
C_697273,T_603
C_697278,T_795
C_697285,T_3625
C_697288,T_1633
C_697289,T_617
C_697289,T_11442
C_697301,T_1155
C_697306,T_3931
C_697327,T_3613
C_697374,T_182
C_697381,T_787
C_697398,T_597
C_697401,T_179
C_697407,T_595
C_697410,T_3649
C_697410,T_3650
C_697468,T_996
C_697471,T_3937
C_697475,T_1180
C_697496,T_3941
C_697506,T_972
C_697506,T_974
C_697556,T_964
C_697585,T_1159
C_697619,T_10650
C_697677,T_851
C_697677,T_852
C_697677,T_9386
C_697706,T_1076
C_697708,T_1076
C_697721,T_772
C_707022,T_299
C_707025,T_220
C_707031,T_412
C_707031,T_416
C_707035,T_523
C_707051,T_1770
C_707054,T_3374
C_707099,T_920
C_707099,T_921
C_707112,T_1755
C_707221,T_3949
C_707363,T_16729
C_707379,T_3985
C_707456,T_1639
C_733993,T_4062
C_733993,T_4063
C_734021,T_4071
C_734023,T_2326
C_734041,T_537
C_734049,T_4102
C_735030,T_4130
C_735030,T_4137
C_735033,T_4111
C_735046,T_9987
C_735051,T_2154
C_735054,T_418
C_735056,T_4781
C_735056,T_4779
C_735056,T_4780
C_735071,T_4153
C_735077,T_9868
C_735079,T_4169
C_735079,T_4170
C_735093,T_3709
C_735096,T_4183
C_735096,T_4186
C_735103,T_4197
C_735103,T_4198
C_735122,T_5847
C_735122,T_5849
C_735122,T_5848
C_735130,T_2731
C_735132,T_4220
C_735138,T_4210
C_735146,T_4617
C_735146,T_4618
C_735161,T_9530
C_735161,T_9531
C_735175,T_4240
C_735200,T_12019
C_735200,T_12029
C_735200,T_12034
C_735227,T_4248
C_735227,T_4251
C_735244,T_50
C_735253,T_4389
C_735263,T_7655
C_735267,T_7629
C_735267,T_7646
C_735283,T_4716
C_735293,T_4274
C_735300,T_4285
C_735306,T_2509
C_735308,T_4307
C_735317,T_4300
C_735321,T_4310
C_735325,T_2248
C_735326,T_4312
C_735343,T_4326
C_735351,T_455
C_735364,T_4340
C_735385,T_4351
C_735394,T_1076
C_735405,T_4356
C_735431,T_3213
C_736530,T_4364
C_737592,T_9540
C_746968,T_9448
C_746970,T_4398
C_746971,T_4402
C_747017,T_893
C_747024,T_4410
C_747024,T_4413
C_747024,T_4417
C_747273,T_4057
C_747696,T_4022
C_747696,T_4013
C_747696,T_4014
C_749652,T_4437
C_749652,T_4438
C_756607,T_4482
C_756622,T_4491
C_756642,T_4494
C_756717,T_4247
C_756717,T_4252
C_756736,T_4091
C_756736,T_4509
C_756736,T_4510
C_756747,T_4520
C_758183,T_3167
C_758198,T_10504
C_758204,T_5265
C_758208,T_4889
C_758208,T_4892
C_758886,T_4530
C_758886,T_4534
C_759037,T_7027
C_759037,T_7025
C_763992,T_3995
C_763992,T_1464
C_766037,T_4555
C_766175,T_4622
C_769264,T_3822
C_769301,T_4578
C_769301,T_4574
C_769301,T_4541
C_769301,T_4732
C_770738,T_805
C_773953,T_4538
C_773985,T_4032
C_773985,T_4648
C_773985,T_15032
C_774889,T_4740
C_776850,T_4903
C_780686,T_6847
C_781445,T_4705
C_781494,T_4611
C_782508,T_4743
C_782555,T_4409
C_784036,T_5207
C_784069,T_4755
C_784387,T_4041
C_785161,T_3760
C_786631,T_4446
C_788536,T_4816
C_788565,T_5407
C_788565,T_5408
C_788565,T_5409
C_788565,T_5412
C_789278,T_4035
C_789278,T_4024
C_789278,T_4008
C_789961,T_11932
C_791738,T_4020
C_791822,T_5190
C_791822,T_5192
C_793017,T_4651
C_797404,T_4472
C_797404,T_11391
C_798690,T_4765
C_798690,T_5002
C_799800,T_168
C_800391,T_4800
C_801420,T_4970
C_801446,T_4818
C_801446,T_4820
C_808528,T_4608
C_808534,T_4871
C_808534,T_4919
C_810349,T_4981
C_811503,T_4966
C_813262,T_4828
C_813262,T_4829
C_813434,T_5042
C_813491,T_5180
C_819285,T_4948
C_819285,T_4946
C_819290,T_5127
C_823326,T_5194
C_825822,T_5236
C_830439,T_3743
C_837228,T_5269
C_837228,T_5274
C_837698,T_6153
C_837698,T_6152
C_837708,T_2017
C_837980,T_5255
C_837980,T_5258
C_837985,T_5226
C_837985,T_5227
C_837985,T_5229
C_837991,T_4991
C_837991,T_4995
C_854667,T_1061
C_854843,T_5493
C_854854,T_3458
C_854870,T_1531
C_855688,T_5465
C_855688,T_5471
C_862967,T_5561
C_862969,T_5585
C_862969,T_5589
C_865842,T_3828
C_866151,T_5528
C_866151,T_5526
C_866769,T_697
C_866769,T_699
C_866770,T_2810
C_879045,T_5532
C_879045,T_5512
C_879069,T_7811
C_879074,T_5678
C_879074,T_5680
C_879074,T_5691
C_881112,T_5566
C_881112,T_5851
C_881112,T_5724
C_881112,T_5705
C_881170,T_825
C_881170,T_828
C_881485,T_7219
C_887098,T_5835
C_887098,T_5837
C_887098,T_5838
C_887101,T_5852
C_887101,T_5853
C_887103,T_5717
C_890220,T_6663
C_893813,T_5403
C_893822,T_9706
C_898310,T_5860
C_898312,T_5999
C_901922,T_6112
C_901922,T_6114
C_902288,T_2655
C_905186,T_6100
C_905192,T_6045
C_908991,T_6231
C_908991,T_6235
C_909099,T_6167
C_911159,T_6171
C_911178,T_6307
C_911178,T_6311
C_911178,T_6329
C_911178,T_6331
C_911735,T_6371
C_911735,T_402
C_916833,T_6085
C_916835,T_6016
C_917311,T_6431
C_922850,T_6348
C_922860,T_6522
C_922877,T_4768
C_922877,T_4770
C_922877,T_6438
C_926163,T_6091
C_926175,T_6395
C_927961,T_6543
C_927963,T_6080
C_927963,T_6082
C_927963,T_6593
C_931245,T_6389
C_932172,T_880
C_934517,T_6469
C_934520,T_6502
C_934530,T_6591
C_934535,T_6700
C_936913,T_6630
C_936957,T_6761
C_936971,T_7432
C_936977,T_6105
C_936983,T_6040
C_936987,T_16344
C_936987,T_16345
C_937262,T_6703
C_939336,T_2823
C_943228,T_6675
C_943234,T_6341
C_943253,T_6960
C_943271,T_6774
C_947152,T_6985
C_947154,T_5499
C_947156,T_6993
C_947167,T_14974
C_947231,T_7050
C_947231,T_7053
C_947235,T_7101
C_947246,T_6352
C_947248,T_7136
C_947248,T_7137
C_947248,T_7139
C_947249,T_6996
C_947249,T_16969
C_947251,T_7157
C_947253,T_7120
C_947253,T_7123
C_947260,T_6938
C_947260,T_7832
C_947667,T_7496
C_947673,T_7511
C_947673,T_7512
C_947696,T_7535
C_947718,T_7562
C_947719,T_7567
C_947721,T_7570
C_947752,T_7587
C_947768,T_7597
C_947768,T_7599
C_947768,T_7600
C_947768,T_7604
C_947804,T_7578
C_947805,T_7582
C_947809,T_2789
C_948039,T_7304
C_948050,T_7438
C_948074,T_7874
C_948074,T_7872
C_948078,T_6791
C_948081,T_7254
C_948083,T_7263
C_948083,T_7267
C_948093,T_12177
C_948093,T_14878
C_948102,T_7515
C_948102,T_7520
C_948109,T_7190
C_948113,T_7426
C_948118,T_7066
C_948123,T_7354
C_948129,T_7672
C_948148,T_7230
C_948218,T_7076
C_948235,T_7897
C_948235,T_7899
C_948240,T_7442
C_948241,T_7641
C_948259,T_7778
C_948264,T_7287
C_948267,T_8584
C_948270,T_7411
C_948388,T_7590
C_948393,T_7755
C_948393,T_7757
C_948395,T_6970
C_948403,T_7503
C_948405,T_7719
C_948407,T_6315
C_948413,T_106
C_948421,T_7724
C_948423,T_7031
C_948424,T_6856
C_948435,T_7639
C_948435,T_7644
C_948435,T_7662
C_948435,T_7665
C_949541,T_7857
C_949541,T_7854
C_949541,T_7855
C_955163,T_1286
C_956129,T_4850
C_956130,T_7457
C_1017355,T_7970
C_1017355,T_7971
C_1025064,T_3915
C_1025064,T_5429
C_1025076,T_5394
C_1123979,T_7930
C_1123979,T_7932
C_1123979,T_6270
C_1124039,T_7905
C_1428968,T_9058
C_1429045,T_563
C_1429234,T_8034
C_1434547,T_7611
C_1434593,T_8718
C_1434593,T_8717
C_1438319,T_7962
C_1438319,T_7959
C_1527433,T_9046
C_1552662,T_9264
C_1628052,T_9283
C_1645365,T_9517
C_1647264,T_1164
C_1678971,T_9791
C_1682756,T_9260
C_1683594,T_9823
C_1683594,T_9831
C_1683594,T_9846
C_1683791,T_9814
C_1686679,T_9812
C_1691453,T_9902
C_1692685,T_10458
C_1693038,T_9913
C_1696148,T_9398
C_1703785,T_9911
C_1711990,T_6372
C_1720764,T_10101
C_1720764,T_10103
C_1721804,T_5090
C_1721804,T_7936
C_1724279,T_9937
C_1724286,T_10000
C_1724288,T_10047
C_1724288,T_10057
C_1731884,T_10030
C_1731888,T_10072
C_1731888,T_10073
C_1732845,T_10089
C_1738560,T_10036
C_1738818,T_10214
C_1738959,T_10289
C_1738959,T_10290
C_1738993,T_10226
C_1741496,T_8282
C_1741507,T_8078
C_1741511,T_3684
C_1741536,T_10323
C_1741538,T_10080
C_1741538,T_10114
C_1741561,T_9644
C_1741565,T_3750
C_1741987,T_9728
C_1750781,T_10310
C_1750781,T_10312
C_1750791,T_6065
C_1750791,T_6069
C_1750795,T_742
C_1750795,T_10349
C_1755891,T_3290
C_1755915,T_4463
C_1755919,T_3986
C_1755920,T_4152
C_1755929,T_5587
C_1755930,T_2913
C_1755938,T_5290
C_1755940,T_7034
C_1755941,T_754
C_1755941,T_752
C_1755941,T_758
C_1755941,T_753
C_1755944,T_7971
C_1755950,T_653
C_1755952,T_592
C_1755952,T_594
C_1756058,T_765
C_1756062,T_48
C_1756073,T_494
C_1756075,T_3363
C_1756077,T_3419
C_1756674,T_10483
C_1760247,T_3155
C_1760247,T_3158
C_1760247,T_1176
C_1760256,T_1125
C_1760256,T_1126
C_1760264,T_2270
C_1761364,T_1745
C_1761374,T_4153
C_1761374,T_4154
C_1761374,T_5496
C_1761460,T_523
C_1764851,T_4067
C_1764854,T_10541
C_1764857,T_1909
C_1764858,T_1908
C_1764861,T_1899
C_1764866,T_3345
C_1764867,T_1204
C_1765588,T_10798
C_1765598,T_1925
C_1765606,T_3946
C_1766167,T_9820
C_1766167,T_9824
C_1766167,T_9828
C_1766167,T_9843
C_1766168,T_4645
C_1766171,T_10586
C_1766899,T_10620
C_1767576,T_10466
C_1767581,T_10373
C_1767591,T_10544
C_1770323,T_10561
C_1771153,T_1513
C_1771153,T_9003
C_1771153,T_10549
C_1771155,T_1313
C_1771155,T_1314
C_1771156,T_1424
C_1771156,T_1419
C_1771160,T_9682
C_1771164,T_497
C_1771165,T_7427
C_1771179,T_10671
C_1771543,T_432
C_1774972,T_10637
C_1774976,T_10735
C_1774977,T_10707
C_1774977,T_10712
C_1774977,T_10716
C_1774977,T_10721
C_1774983,T_10754
C_1774985,T_2150
C_1774986,T_268
C_1774986,T_1011
C_1774986,T_1012
C_1774987,T_1852
C_1774987,T_1840
C_1774989,T_10865
C_1776281,T_10658
C_1776285,T_10962
C_1776290,T_5951
C_1776296,T_10655
C_1776301,T_10431
C_1776301,T_10674
C_1776306,T_10552
C_1776312,T_6882
C_1777000,T_10631
C_1777000,T_10633
C_1778370,T_6533
C_1778370,T_10732
C_1778453,T_1350
C_1778560,T_10923
C_1778560,T_11048
C_1778570,T_1498
C_1778570,T_1499
C_1778570,T_1500
C_1780261,T_10930
C_1781812,T_10944
C_1781812,T_10945
C_1784704,T_5839
C_1784711,T_7193
C_1784713,T_10909
C_1785616,T_10816
C_1785616,T_10820
C_1789680,T_10883
C_1789680,T_10884
C_1789681,T_4017
C_1789681,T_1516
C_1789682,T_10701
C_1789683,T_10916
C_1789683,T_10917
C_1789686,T_10828
C_1789689,T_11015
C_1789689,T_11016
C_1789695,T_10925
C_1789695,T_10887
C_1792250,T_765
C_1796396,T_1490
C_1797262,T_11324
C_1797899,T_10738
C_1797899,T_540
C_1800063,T_11415
C_1808487,T_7839
C_1811720,T_8815
C_1811720,T_10763
C_1811728,T_11329
C_1811730,T_9659
C_1811737,T_9975
C_1811739,T_3247
C_1811832,T_11429
C_1811833,T_7938
C_1811835,T_11043
C_1811836,T_11388
C_1814140,T_11538
C_1816033,T_11606
C_1816033,T_11608
C_1821200,T_8839
C_1824376,T_11649
C_1824376,T_11658
C_1824376,T_11648
C_1824924,T_11421
C_1824926,T_11629
C_1824928,T_11019
C_1824934,T_11641
C_1825107,T_11688
C_1825111,T_11689
C_1827362,T_3371
C_1828098,T_11422
C_1829948,T_11632
C_1829957,T_5068
C_1831703,T_4263
C_1837162,T_11746
C_1844102,T_11720
C_1844121,T_11789
C_1844128,T_11779
C_1854857,T_11520
C_1854868,T_9269
C_1862240,T_11946
C_1864056,T_11734
C_1864059,T_12022
C_1864059,T_2509
C_1864059,T_11773
C_1864059,T_10751
C_1864059,T_11774
C_1864063,T_7461
C_1875490,T_11922
C_1875509,T_11869
C_1875524,T_11847
C_1881493,T_41
C_1881680,T_10561
C_1884005,T_12138
C_1884005,T_12139
C_1886672,T_11493
C_1886689,T_12141
C_1886693,T_12122
C_1886695,T_13482
C_1890207,T_11805
C_1891047,T_1720
C_1891052,T_11999
C_1891052,T_12046
C_1894884,T_11805
C_1898449,T_12897
C_1899192,T_12901
C_1903976,T_1496
C_1903979,T_11749
C_1903980,T_14633
C_1903980,T_14634
C_1903980,T_14636
C_1903992,T_12854
C_1904002,T_13978
C_1904003,T_12175
C_1904005,T_10925
C_1904007,T_12914
C_1904668,T_214
C_1904668,T_10261
C_1904668,T_12986
C_1904668,T_10424
C_1904668,T_12987
C_1904668,T_12989
C_1904668,T_12991
C_1904668,T_12992
C_1904668,T_5
C_1904668,T_13184
C_1907838,T_11385
C_1907838,T_11682
C_1907840,T_11748
C_1907850,T_13036
C_1907852,T_10964
C_1909589,T_7146
C_1910386,T_13291
C_1910408,T_13298
C_1910411,T_13305
C_1910416,T_13307
C_1910434,T_13324
C_1910442,T_13328
C_1910442,T_13330
C_1910455,T_13342
C_1910456,T_13347
C_1910460,T_354
C_1910477,T_13359
C_1910480,T_13363
C_1910482,T_13367
C_1912006,T_13241
C_1912010,T_13277
C_1912014,T_8790
C_1912757,T_11940
C_1915246,T_13467
C_1916172,T_13618
C_1918351,T_13057
C_1918363,T_13437
C_1924175,T_28
C_1924175,T_5618
C_1924175,T_10272
C_1924175,T_12994
C_1924175,T_11807
C_1924175,T_10025
C_1924175,T_13192
C_1924175,T_13193
C_1924175,T_13194
C_1925896,T_13606
C_1925897,T_13636
C_1925901,T_12003
C_1925901,T_12170
C_1925906,T_12906
C_1925908,T_13642
C_1925908,T_13651
C_1925909,T_12002
C_1925909,T_12190
C_1925909,T_12192
C_1925911,T_13544
C_1940999,T_11805
C_1944717,T_13419
C_1944717,T_13421
C_1944726,T_4611
C_1960452,T_14164
C_1979991,T_14178
C_1979991,T_14146
C_1987717,T_4388
C_1992918,T_13931
C_1992918,T_13933
C_1992921,T_13963
C_1992921,T_10822
C_1992950,T_13253
C_1992950,T_13255
C_1992950,T_13268
C_1992952,T_13961
C_1992955,T_3469
C_1997524,T_14182
C_1997524,T_14184
C_2027893,T_12945
C_2033947,T_14323
C_2033958,T_441
C_2033958,T_448
C_2033958,T_452
C_2059282,T_13175
C_2059286,T_10018
C_2059288,T_12896
C_2059293,T_13994
C_2059295,T_14269
C_2059295,T_14270
C_2059299,T_13881
C_2059302,T_14342
C_2059314,T_14252
C_2059314,T_14255
C_2059315,T_13923
C_2059316,T_13259
C_2063783,T_11785
C_2063783,T_15893
C_2066096,T_13302
C_2066096,T_14335
C_2094866,T_13727
C_2095352,T_14154
C_2095352,T_14158
C_2095352,T_14160
C_2095513,T_1556
C_2097699,T_14259
C_2097699,T_14217
C_2111790,T_13695
C_2141845,T_14677
C_2141845,T_14679
C_2141877,T_13429
C_2151895,T_14654
C_2151897,T_14177
C_2180075,T_14724
C_2189334,T_14765
C_2199373,T_3116
C_2199441,T_13727
C_2199442,T_14429
C_2199443,T_14727
C_2199444,T_14288
C_2199445,T_14616
C_2199445,T_14619
C_2199449,T_13450
C_2199449,T_13453
C_2205152,T_14816
C_2210260,T_14818
C_2217528,T_40
